filename,folder
powojennym\powojennym_1.wav,powojennym
powoli\powoli_1.wav,powoli
powoli\powoli_12.wav,powoli
powoli\powoli_19.wav,powoli
powoli\powoli_20.wav,powoli
powoli\powoli_4.wav,powoli
powoli\powoli_6.wav,powoli
powoli\powoli_7.wav,powoli
powoli\powoli_18.wav,powoli
powoli\powoli_9.wav,powoli
powoli\powoli_24.wav,powoli
powoli\powoli_11.wav,powoli
powoli\powoli_8.wav,powoli
powolny\powolny_3.wav,powolny
powozem\powozem_2.wav,powozem
powozem\powozem_1.wav,powozem
powołani\powołani_2.wav,powołani
powołani\powołani_3.wav,powołani
powołania\powołania_4.wav,powołania
powołania\powołania_2.wav,powołania
powołany\powołany_11.wav,powołany
powołany\powołany_8.wav,powołany
powołany\powołany_4.wav,powołany
powołany\powołany_5.wav,powołany
powołany\powołany_3.wav,powołany
powołał\powołał_4.wav,powołał
powołał\powołał_2.wav,powołał
powoływać\powoływać_3.wav,powoływać
powoływać\powoływać_4.wav,powoływać
powoływał\powoływał_1.wav,powoływał
powoływał\powoływał_3.wav,powoływał
powracać\powracać_1.wav,powracać
powracać\powracać_3.wav,powracać
powrocie\powrocie_5.wav,powrocie
powrocie\powrocie_4.wav,powrocie
powrocie\powrocie_3.wav,powrocie
powrocie\powrocie_1.wav,powrocie
powrotem\powrotem_6.wav,powrotem
powrotem\powrotem_7.wav,powrotem
powrotem\powrotem_13.wav,powrotem
powrotem\powrotem_8.wav,powrotem
powrotem\powrotem_9.wav,powrotem
powrotem\powrotem_10.wav,powrotem
powrotem\powrotem_5.wav,powrotem
powrócił\powrócił_5.wav,powrócił
powrócił\powrócił_7.wav,powrócił
powrócił\powrócił_8.wav,powrócił
powrócił\powrócił_2.wav,powrócił
powrót\powrót_2.wav,powrót
powstaje\powstaje_6.wav,powstaje
powstaje\powstaje_3.wav,powstaje
powstaje\powstaje_10.wav,powstaje
powstaje\powstaje_7.wav,powstaje
powstaje\powstaje_2.wav,powstaje
powstając\powstając_3.wav,powstając
powstając\powstając_1.wav,powstając
powstania\powstania_8.wav,powstania
powstania\powstania_6.wav,powstania
powstania\powstania_4.wav,powstania
powstania\powstania_5.wav,powstania
powstanie\powstanie_4.wav,powstanie
powstanie\powstanie_3.wav,powstanie
powstaniu\powstaniu_2.wav,powstaniu
powstaniu\powstaniu_4.wav,powstaniu
powstałych\powstałych_1.wav,powstałych
powstańczych\powstańczych_2.wav,powstańczych
powstańczych\powstańczych_4.wav,powstańczych
powstrzymać\powstrzymać_4.wav,powstrzymać
powstrzymać\powstrzymać_2.wav,powstrzymać
powstrzymał\powstrzymał_1.wav,powstrzymał
powstrzymał\powstrzymał_5.wav,powstrzymał
powstrzymało\powstrzymało_1.wav,powstrzymało
powstrzymało\powstrzymało_2.wav,powstrzymało
powszechna\powszechna_1.wav,powszechna
powszechna\powszechna_8.wav,powszechna
powszechna\powszechna_2.wav,powszechna
powszechna\powszechna_5.wav,powszechna
powszechnego\powszechnego_3.wav,powszechnego
powszechnego\powszechnego_2.wav,powszechnego
powszechnie\powszechnie_5.wav,powszechnie
powszechnie\powszechnie_4.wav,powszechnie
powszechnie\powszechnie_6.wav,powszechnie
powszechności\powszechności_2.wav,powszechności
powszechności\powszechności_4.wav,powszechności
powszechny\powszechny_1.wav,powszechny
powszechny\powszechny_2.wav,powszechny
powszechnym\powszechnym_7.wav,powszechnym
powszechnym\powszechnym_4.wav,powszechnym
powszechnym\powszechnym_5.wav,powszechnym
powszechnym\powszechnym_11.wav,powszechnym
powszechnym\powszechnym_1.wav,powszechnym
powszechną\powszechną_12.wav,powszechną
powszechną\powszechną_5.wav,powszechną
powszechną\powszechną_1.wav,powszechną
powszechną\powszechną_2.wav,powszechną
powszechną\powszechną_7.wav,powszechną
powszechną\powszechną_6.wav,powszechną
powszechną\powszechną_11.wav,powszechną
powtarzają\powtarzają_1.wav,powtarzają
powtarzając\powtarzając_2.wav,powtarzając
powtarzając\powtarzając_3.wav,powtarzając
powtarzających\powtarzających_4.wav,powtarzających
powtarzających\powtarzających_2.wav,powtarzających
powtarzamy\powtarzamy_1.wav,powtarzamy
powtarzamy\powtarzamy_3.wav,powtarzamy
powtarzanie\powtarzanie_4.wav,powtarzanie
powtarzanie\powtarzanie_1.wav,powtarzanie
powtarzał\powtarzał_3.wav,powtarzał
powtarzały\powtarzały_2.wav,powtarzały
powtarzały\powtarzały_4.wav,powtarzały
powtórzył\powtórzył_2.wav,powtórzył
powtórzył\powtórzył_6.wav,powtórzył
powtórzył\powtórzył_9.wav,powtórzył
powtórzył\powtórzył_7.wav,powtórzył
powtórzył\powtórzył_11.wav,powtórzył
powycierać\powycierać_3.wav,powycierać
powymierały\powymierały_1.wav,powymierały
powymierały\powymierały_3.wav,powymierały
powód\powód_1.wav,powód
powód\powód_3.wav,powód
powątpiewać\powątpiewać_1.wav,powątpiewać
powątpiewać\powątpiewać_4.wav,powątpiewać
powątpiewać\powątpiewać_6.wav,powątpiewać
powściągliwie\powściągliwie_4.wav,powściągliwie
powściągliwie\powściągliwie_3.wav,powściągliwie
powściągliwością\powściągliwością_2.wav,powściągliwością
powściągnąć\powściągnąć_3.wav,powściągnąć
poza\poza_15.wav,poza
poza\poza_31.wav,poza
poza\poza_20.wav,poza
poza\poza_53.wav,poza
poza\poza_42.wav,poza
poza\poza_4.wav,poza
poza\poza_6.wav,poza
poza\poza_1.wav,poza
poza\poza_46.wav,poza
poza\poza_52.wav,poza
poza\poza_27.wav,poza
poza\poza_26.wav,poza
poza\poza_32.wav,poza
poza\poza_25.wav,poza
poza\poza_40.wav,poza
poza\poza_7.wav,poza
poza\poza_51.wav,poza
poza\poza_2.wav,poza
poza\poza_35.wav,poza
poza\poza_12.wav,poza
poza\poza_22.wav,poza
poza\poza_48.wav,poza
poza\poza_10.wav,poza
poza\poza_17.wav,poza
poza\poza_11.wav,poza
poza\poza_43.wav,poza
poza\poza_18.wav,poza
poza\poza_14.wav,poza
pozamykane\pozamykane_1.wav,pozamykane
pozarastane\pozarastane_4.wav,pozarastane
pozarastane\pozarastane_1.wav,pozarastane
pozałatwiać\pozałatwiać_4.wav,pozałatwiać
pozałatwiać\pozałatwiać_1.wav,pozałatwiać
pozbawiona\pozbawiona_4.wav,pozbawiona
pozbawiona\pozbawiona_3.wav,pozbawiona
pozbawione\pozbawione_3.wav,pozbawione
pozbawiony\pozbawiony_8.wav,pozbawiony
pozbawiony\pozbawiony_5.wav,pozbawiony
pozbawiony\pozbawiony_6.wav,pozbawiony
pozbawiony\pozbawiony_7.wav,pozbawiony
pozbawioną\pozbawioną_7.wav,pozbawioną
pozbawioną\pozbawioną_3.wav,pozbawioną
pozbawioną\pozbawioną_6.wav,pozbawioną
pozbawioną\pozbawioną_1.wav,pozbawioną
pozbawić\pozbawić_3.wav,pozbawić
pozbawić\pozbawić_1.wav,pozbawić
pozbyto\pozbyto_1.wav,pozbyto
pozbyto\pozbyto_2.wav,pozbyto
pozbyć\pozbyć_5.wav,pozbyć
pozbyć\pozbyć_7.wav,pozbyć
pozbyć\pozbyć_3.wav,pozbyć
pozbyć\pozbyć_2.wav,pozbyć
pozbyły\pozbyły_2.wav,pozbyły
pozbyły\pozbyły_4.wav,pozbyły
pozbądźcie\pozbądźcie_2.wav,pozbądźcie
pozbądźcie\pozbądźcie_1.wav,pozbądźcie
pozew\pozew_2.wav,pozew
pozew\pozew_1.wav,pozew
poziom\poziom_10.wav,poziom
poziom\poziom_6.wav,poziom
poziom\poziom_8.wav,poziom
poziom\poziom_4.wav,poziom
poziom\poziom_2.wav,poziom
poziomie\poziomie_1.wav,poziomie
poziomie\poziomie_5.wav,poziomie
poziomie\poziomie_8.wav,poziomie
poziomie\poziomie_7.wav,poziomie
poziomie\poziomie_3.wav,poziomie
poziomie\poziomie_4.wav,poziomie
poziomu\poziomu_9.wav,poziomu
poziomu\poziomu_4.wav,poziomu
poziomu\poziomu_7.wav,poziomu
poziomu\poziomu_6.wav,poziomu
poziomy\poziomy_1.wav,poziomy
poziomy\poziomy_4.wav,poziomy
poznaje\poznaje_7.wav,poznaje
poznaje\poznaje_5.wav,poznaje
poznaje\poznaje_1.wav,poznaje
poznając\poznając_1.wav,poznając
poznając\poznając_2.wav,poznając
poznaliśmy\poznaliśmy_1.wav,poznaliśmy
poznaliśmy\poznaliśmy_7.wav,poznaliśmy
poznaliśmy\poznaliśmy_8.wav,poznaliśmy
poznaliśmy\poznaliśmy_4.wav,poznaliśmy
poznanego\poznanego_4.wav,poznanego
poznanego\poznanego_3.wav,poznanego
poznania\poznania_6.wav,poznania
poznania\poznania_9.wav,poznania
poznania\poznania_2.wav,poznania
poznania\poznania_13.wav,poznania
poznania\poznania_3.wav,poznania
poznania\poznania_8.wav,poznania
poznanie\poznanie_4.wav,poznanie
poznanie\poznanie_3.wav,poznanie
poznaniem\poznaniem_2.wav,poznaniem
poznaniu\poznaniu_2.wav,poznaniu
poznaniu\poznaniu_1.wav,poznaniu
poznaniu\poznaniu_8.wav,poznaniu
poznaniu\poznaniu_5.wav,poznaniu
poznasz\poznasz_1.wav,poznasz
poznasz\poznasz_2.wav,poznasz
poznawania\poznawania_3.wav,poznawania
poznawania\poznawania_2.wav,poznawania
poznawanie\poznawanie_2.wav,poznawanie
poznawanie\poznawanie_1.wav,poznawanie
poznawać\poznawać_1.wav,poznawać
poznawszy\poznawszy_5.wav,poznawszy
poznawszy\poznawszy_7.wav,poznawszy
poznawszy\poznawszy_3.wav,poznawszy
poznać\poznać_1.wav,poznać
poznać\poznać_9.wav,poznać
poznać\poznać_4.wav,poznać
poznać\poznać_12.wav,poznać
poznać\poznać_7.wav,poznać
poznać\poznać_8.wav,poznać
poznał\poznał_4.wav,poznał
poznał\poznał_2.wav,poznał
poznał\poznał_5.wav,poznał
poznał\poznał_3.wav,poznał
poznała\poznała_1.wav,poznała
pozorami\pozorami_3.wav,pozorami
pozorami\pozorami_1.wav,pozorami
pozorem\pozorem_3.wav,pozorem
pozorem\pozorem_2.wav,pozorem
pozornie\pozornie_2.wav,pozornie
pozornie\pozornie_6.wav,pozornie
pozornie\pozornie_4.wav,pozornie
pozornie\pozornie_10.wav,pozornie
pozornie\pozornie_7.wav,pozornie
pozorować\pozorować_1.wav,pozorować
pozoru\pozoru_3.wav,pozoru
pozoru\pozoru_2.wav,pozoru
pozorując\pozorując_2.wav,pozorując
pozorując\pozorując_4.wav,pozorując
pozostaje\pozostaje_20.wav,pozostaje
pozostaje\pozostaje_9.wav,pozostaje
pozostaje\pozostaje_19.wav,pozostaje
pozostaje\pozostaje_6.wav,pozostaje
pozostaje\pozostaje_11.wav,pozostaje
pozostaje\pozostaje_17.wav,pozostaje
pozostaje\pozostaje_12.wav,pozostaje
pozostaje\pozostaje_8.wav,pozostaje
pozostaje\pozostaje_4.wav,pozostaje
pozostaje\pozostaje_14.wav,pozostaje
pozostają\pozostają_1.wav,pozostają
pozostając\pozostając_2.wav,pozostając
pozostając\pozostając_4.wav,pozostając
pozostający\pozostający_2.wav,pozostający
pozostający\pozostający_1.wav,pozostający
pozostającym\pozostającym_2.wav,pozostającym
pozostającym\pozostającym_3.wav,pozostającym
pozostaję\pozostaję_3.wav,pozostaję
pozostaję\pozostaję_4.wav,pozostaję
pozostali\pozostali_2.wav,pozostali
pozostali\pozostali_6.wav,pozostali
pozostali\pozostali_7.wav,pozostali
pozostanie\pozostanie_3.wav,pozostanie
pozostanie\pozostanie_6.wav,pozostanie
pozostanie\pozostanie_8.wav,pozostanie
pozostanie\pozostanie_5.wav,pozostanie
pozostawał\pozostawał_1.wav,pozostawał
pozostawili\pozostawili_3.wav,pozostawili
pozostawili\pozostawili_1.wav,pozostawili
pozostawić\pozostawić_3.wav,pozostawić
pozostać\pozostać_1.wav,pozostać
pozostał\pozostał_2.wav,pozostał
pozostał\pozostał_3.wav,pozostał
pozostał\pozostał_4.wav,pozostał
pozostał\pozostał_1.wav,pozostał
pozostała\pozostała_3.wav,pozostała
pozostała\pozostała_4.wav,pozostała
pozostałe\pozostałe_1.wav,pozostałe
pozostałe\pozostałe_2.wav,pozostałe
pozwala\pozwala_7.wav,pozwala
pozwala\pozwala_4.wav,pozwala
pozwala\pozwala_14.wav,pozwala
pozwala\pozwala_11.wav,pozwala
pozwala\pozwala_10.wav,pozwala
pozwala\pozwala_17.wav,pozwala
pozwala\pozwala_8.wav,pozwala
pozwala\pozwala_21.wav,pozwala
pozwala\pozwala_12.wav,pozwala
pozwala\pozwala_1.wav,pozwala
pozwala\pozwala_13.wav,pozwala
pozwalając\pozwalając_2.wav,pozwalając
pozwalając\pozwalając_4.wav,pozwalając
pozwalając\pozwalając_8.wav,pozwalając
pozwalając\pozwalając_3.wav,pozwalając
pozwalający\pozwalający_4.wav,pozwalający
pozwalający\pozwalający_1.wav,pozwalający
pozwalającym\pozwalającym_1.wav,pozwalającym
pozwalającym\pozwalającym_4.wav,pozwalającym
pozwalał\pozwalał_2.wav,pozwalał
pozwoli\pozwoli_1.wav,pozwoli
pozwoli\pozwoli_3.wav,pozwoli
pozwolili\pozwolili_3.wav,pozwolili
pozwolili\pozwolili_1.wav,pozwolili
pozwolili\pozwolili_4.wav,pozwolili
pozwolili\pozwolili_7.wav,pozwolili
pozwoliwszy\pozwoliwszy_4.wav,pozwoliwszy
pozwoliwszy\pozwoliwszy_1.wav,pozwoliwszy
pozwolił\pozwolił_1.wav,pozwolił
pozwolił\pozwolił_2.wav,pozwolił
pozwolił\pozwolił_5.wav,pozwolił
pozwoliła\pozwoliła_3.wav,pozwoliła
pozwoliła\pozwoliła_4.wav,pozwoliła
pozwu\pozwu_3.wav,pozwu
pozwu\pozwu_1.wav,pozwu
pozycja\pozycja_2.wav,pozycja
pozycje\pozycje_3.wav,pozycje
pozycje\pozycje_2.wav,pozycje
pozycji\pozycji_7.wav,pozycji
pozycji\pozycji_3.wav,pozycji
pozycji\pozycji_2.wav,pozycji
pozycji\pozycji_8.wav,pozycji
pozycji\pozycji_4.wav,pozycji
pozycji\pozycji_12.wav,pozycji
pozycję\pozycję_4.wav,pozycję
pozycję\pozycję_2.wav,pozycję
pozytywnie\pozytywnie_4.wav,pozytywnie
pozytywnie\pozytywnie_8.wav,pozytywnie
pozytywnie\pozytywnie_7.wav,pozytywnie
pozytywnie\pozytywnie_2.wav,pozytywnie
pozytywnie\pozytywnie_10.wav,pozytywnie
pozytywnie\pozytywnie_6.wav,pozytywnie
pozór\pozór_2.wav,pozór
pozór\pozór_3.wav,pozór
połknąć\połknąć_3.wav,połknąć
połknąć\połknąć_4.wav,połknąć
połowa\połowa_2.wav,połowa
połowa\połowa_1.wav,połowa
połowie\połowie_13.wav,połowie
połowie\połowie_1.wav,połowie
połowie\połowie_4.wav,połowie
połowie\połowie_3.wav,połowie
połowie\połowie_10.wav,połowie
połowie\połowie_7.wav,połowie
połowie\połowie_8.wav,połowie
połowie\połowie_2.wav,połowie
połowie\połowie_6.wav,połowie
połowy\połowy_7.wav,połowy
połowy\połowy_1.wav,połowy
połowy\połowy_3.wav,połowy
połowy\połowy_5.wav,połowy
połowę\połowę_2.wav,połowę
połowę\połowę_3.wav,połowę
położenia\położenia_4.wav,położenia
położenia\położenia_1.wav,położenia
położeniami\położeniami_4.wav,położeniami
położeniami\położeniami_1.wav,położeniami
położenie\położenie_3.wav,położenie
położenie\położenie_2.wav,położenie
położyć\położyć_3.wav,położyć
położyć\położyć_2.wav,położyć
położył\położył_5.wav,położył
położył\położył_8.wav,położył
położył\położył_2.wav,położył
położył\położył_4.wav,położył
południa\południa_2.wav,południa
południa\południa_4.wav,południa
południe\południe_4.wav,południe
południe\południe_2.wav,południe
południe\południe_7.wav,południe
południowe\południowe_1.wav,południowe
południowe\południowe_3.wav,południowe
południowochińskim\południowochińskim_1.wav,południowochińskim
południowochińskim\południowochińskim_2.wav,południowochińskim
południowych\południowych_4.wav,południowych
południowych\południowych_2.wav,południowych
południu\południu_1.wav,południu
poły\poły_5.wav,poły
poły\poły_7.wav,poły
poły\poły_2.wav,poły
połyskując\połyskując_1.wav,połyskując
połyskując\połyskując_2.wav,połyskując
połączenie\połączenie_2.wav,połączenie
połączone\połączone_3.wav,połączone
połączone\połączone_2.wav,połączone
połączyć\połączyć_1.wav,połączyć
połączyć\połączyć_4.wav,połączyć
połączyłem\połączyłem_3.wav,połączyłem
połączyłem\połączyłem_2.wav,połączyłem
pośladkami\pośladkami_3.wav,pośladkami
pośladkami\pośladkami_2.wav,pośladkami
pośladki\pośladki_1.wav,pośladki
pośladki\pośladki_2.wav,pośladki
poślij\poślij_1.wav,poślij
pośmiertną\pośmiertną_4.wav,pośmiertną
pośmiertną\pośmiertną_1.wav,pośmiertną
pośpiech\pośpiech_3.wav,pośpiech
pośpiech\pośpiech_2.wav,pośpiech
pośpiechu\pośpiechu_2.wav,pośpiechu
pośpiechu\pośpiechu_4.wav,pośpiechu
pośpiechu\pośpiechu_1.wav,pośpiechu
pośpiesznie\pośpiesznie_5.wav,pośpiesznie
pośpiesznie\pośpiesznie_7.wav,pośpiesznie
pośpiesznie\pośpiesznie_6.wav,pośpiesznie
pośpieszyć\pośpieszyć_2.wav,pośpieszyć
pośpieszyła\pośpieszyła_1.wav,pośpieszyła
pośpieszyła\pośpieszyła_2.wav,pośpieszyła
pośrednictwem\pośrednictwem_3.wav,pośrednictwem
pośrednictwem\pośrednictwem_6.wav,pośrednictwem
pośrednictwem\pośrednictwem_8.wav,pośrednictwem
pośrednictwem\pośrednictwem_1.wav,pośrednictwem
pośrodku\pośrodku_6.wav,pośrodku
pośrodku\pośrodku_1.wav,pośrodku
pośrodku\pośrodku_5.wav,pośrodku
pośród\pośród_11.wav,pośród
pośród\pośród_14.wav,pośród
pośród\pośród_8.wav,pośród
pośród\pośród_5.wav,pośród
pośród\pośród_3.wav,pośród
pośród\pośród_13.wav,pośród
pośród\pośród_1.wav,pośród
poświatą\poświatą_1.wav,poświatą
poświatą\poświatą_2.wav,poświatą
poświęca\poświęca_1.wav,poświęca
poświęca\poświęca_4.wav,poświęca
poświęcić\poświęcić_1.wav,poświęcić
poświęciła\poświęciła_3.wav,poświęciła
poświęciła\poświęciła_2.wav,poświęciła
pożar\pożar_1.wav,pożar
pożary\pożary_1.wav,pożary
pożałował\pożałował_2.wav,pożałował
pożałowałem\pożałowałem_3.wav,pożałowałem
pożałowałem\pożałowałem_4.wav,pożałowałem
pożegnali\pożegnali_1.wav,pożegnali
pożegnali\pożegnali_5.wav,pożegnali
pożegnali\pożegnali_2.wav,pożegnali
pożegnania\pożegnania_1.wav,pożegnania
pożegnał\pożegnał_4.wav,pożegnał
pożegnał\pożegnał_2.wav,pożegnał
pożegnała\pożegnała_1.wav,pożegnała
pożegnała\pożegnała_4.wav,pożegnała
pożerał\pożerał_2.wav,pożerał
pożerał\pożerał_1.wav,pożerał
pożyczonych\pożyczonych_4.wav,pożyczonych
pożyczonych\pożyczonych_1.wav,pożyczonych
pożyczyłem\pożyczyłem_4.wav,pożyczyłem
pożyczyłem\pożyczyłem_2.wav,pożyczyłem
pożyteczne\pożyteczne_1.wav,pożyteczne
pożyteczne\pożyteczne_3.wav,pożyteczne
pożywienia\pożywienia_3.wav,pożywienia
pożywienia\pożywienia_1.wav,pożywienia
ppr\ppr_2.wav,ppr
ppr\ppr_3.wav,ppr
pqboot\pqboot_3.wav,pqboot
pqboot\pqboot_4.wav,pqboot
prac\prac_2.wav,prac
praca\praca_7.wav,praca
praca\praca_16.wav,praca
praca\praca_2.wav,praca
praca\praca_8.wav,praca
praca\praca_12.wav,praca
praca\praca_14.wav,praca
praca\praca_3.wav,praca
praca\praca_10.wav,praca
pracować\pracować_3.wav,pracować
pracować\pracować_2.wav,pracować
pracowicie\pracowicie_1.wav,pracowicie
pracowicie\pracowicie_2.wav,pracowicie
pracowity\pracowity_2.wav,pracowity
pracowity\pracowity_4.wav,pracowity
pracowni\pracowni_1.wav,pracowni
pracownicy\pracownicy_3.wav,pracownicy
pracownicy\pracownicy_8.wav,pracownicy
pracownicy\pracownicy_1.wav,pracownicy
pracownicy\pracownicy_4.wav,pracownicy
pracownicy\pracownicy_7.wav,pracownicy
pracownicy\pracownicy_12.wav,pracownicy
pracowników\pracowników_3.wav,pracowników
pracowników\pracowników_9.wav,pracowników
pracowników\pracowników_10.wav,pracowników
pracowników\pracowników_12.wav,pracowników
pracowników\pracowników_2.wav,pracowników
pracowników\pracowników_4.wav,pracowników
pracuje\pracuje_2.wav,pracuje
pracuje\pracuje_7.wav,pracuje
pracuje\pracuje_4.wav,pracuje
pracujące\pracujące_1.wav,pracujące
pracujące\pracujące_2.wav,pracujące
pracujących\pracujących_2.wav,pracujących
pracujących\pracujących_5.wav,pracujących
pracy\pracy_5.wav,pracy
pracy\pracy_54.wav,pracy
pracy\pracy_38.wav,pracy
pracy\pracy_40.wav,pracy
pracy\pracy_58.wav,pracy
pracy\pracy_52.wav,pracy
pracy\pracy_72.wav,pracy
pracy\pracy_18.wav,pracy
pracy\pracy_35.wav,pracy
pracy\pracy_31.wav,pracy
pracy\pracy_53.wav,pracy
pracy\pracy_21.wav,pracy
pracy\pracy_62.wav,pracy
pracy\pracy_77.wav,pracy
pracy\pracy_17.wav,pracy
pracy\pracy_55.wav,pracy
pracy\pracy_4.wav,pracy
pracy\pracy_70.wav,pracy
pracy\pracy_59.wav,pracy
pracy\pracy_24.wav,pracy
pracy\pracy_67.wav,pracy
pracy\pracy_71.wav,pracy
pracy\pracy_64.wav,pracy
pracy\pracy_26.wav,pracy
pracy\pracy_68.wav,pracy
pracy\pracy_10.wav,pracy
pracy\pracy_13.wav,pracy
pracy\pracy_76.wav,pracy
pracy\pracy_56.wav,pracy
pracy\pracy_11.wav,pracy
pracy\pracy_63.wav,pracy
pracy\pracy_16.wav,pracy
pracy\pracy_28.wav,pracy
pracy\pracy_60.wav,pracy
pracy\pracy_2.wav,pracy
pracy\pracy_23.wav,pracy
pracy\pracy_44.wav,pracy
pracy\pracy_3.wav,pracy
pracy\pracy_19.wav,pracy
pracy\pracy_22.wav,pracy
praczce\praczce_3.wav,praczce
pracą\pracą_5.wav,pracą
pracą\pracą_8.wav,pracą
pracą\pracą_12.wav,pracą
pracą\pracą_2.wav,pracą
pracą\pracą_15.wav,pracą
pracą\pracą_1.wav,pracą
pracą\pracą_13.wav,pracą
pracę\pracę_9.wav,pracę
pracę\pracę_25.wav,pracę
pracę\pracę_8.wav,pracę
pracę\pracę_11.wav,pracę
pracę\pracę_14.wav,pracę
pracę\pracę_16.wav,pracę
pracę\pracę_19.wav,pracę
pracę\pracę_6.wav,pracę
pracę\pracę_1.wav,pracę
pracę\pracę_12.wav,pracę
pracę\pracę_17.wav,pracę
pracę\pracę_13.wav,pracę
pradziada\pradziada_3.wav,pradziada
pradziada\pradziada_4.wav,pradziada
pragmatycznym\pragmatycznym_2.wav,pragmatycznym
pragmatycznym\pragmatycznym_3.wav,pragmatycznym
pragnie\pragnie_2.wav,pragnie
pragnie\pragnie_1.wav,pragnie
pragnie\pragnie_8.wav,pragnie
pragnie\pragnie_6.wav,pragnie
pragniemy\pragniemy_4.wav,pragniemy
pragniemy\pragniemy_3.wav,pragniemy
pragnieniem\pragnieniem_4.wav,pragnieniem
pragnieniem\pragnieniem_1.wav,pragnieniem
pragnąc\pragnąc_2.wav,pragnąc
pragnącej\pragnącej_4.wav,pragnącej
pragnącej\pragnącej_3.wav,pragnącej
pragnąć\pragnąć_1.wav,pragnąć
pragnąć\pragnąć_4.wav,pragnąć
pragnął\pragnął_7.wav,pragnął
pragnął\pragnął_2.wav,pragnął
pragnął\pragnął_6.wav,pragnął
pragnął\pragnął_4.wav,pragnął
pragnę\pragnę_4.wav,pragnę
pragnę\pragnę_2.wav,pragnę
pragnęła\pragnęła_6.wav,pragnęła
pragnęła\pragnęła_4.wav,pragnęła
pragnęła\pragnęła_2.wav,pragnęła
pragnęła\pragnęła_3.wav,pragnęła
pragnęłoby\pragnęłoby_3.wav,pragnęłoby
pragnęłoby\pragnęłoby_2.wav,pragnęłoby
pragnęły\pragnęły_2.wav,pragnęły
pragnęły\pragnęły_4.wav,pragnęły
praktyce\praktyce_5.wav,praktyce
praktyce\praktyce_8.wav,praktyce
praktyce\praktyce_2.wav,praktyce
praktyce\praktyce_3.wav,praktyce
praktyczne\praktyczne_4.wav,praktyczne
praktyczne\praktyczne_2.wav,praktyczne
praktycznej\praktycznej_1.wav,praktycznej
praktycznej\praktycznej_3.wav,praktycznej
praktycznym\praktycznym_3.wav,praktycznym
praktycznym\praktycznym_4.wav,praktycznym
praktyki\praktyki_1.wav,praktyki
praktyki\praktyki_2.wav,praktyki
praktykom\praktykom_2.wav,praktykom
praktykom\praktykom_3.wav,praktykom
prania\prania_3.wav,prania
prania\prania_2.wav,prania
pranie\pranie_3.wav,pranie
pranie\pranie_4.wav,pranie
praniu\praniu_4.wav,praniu
praniu\praniu_3.wav,praniu
prarodziców\prarodziców_3.wav,prarodziców
prarodziców\prarodziców_1.wav,prarodziców
prasie\prasie_3.wav,prasie
prasie\prasie_1.wav,prasie
praskim\praskim_2.wav,praskim
praskim\praskim_3.wav,praskim
prasowej\prasowej_4.wav,prasowej
prasowej\prasowej_2.wav,prasowej
praw\praw_6.wav,praw
praw\praw_5.wav,praw
praw\praw_7.wav,praw
praw\praw_11.wav,praw
praw\praw_9.wav,praw
praw\praw_1.wav,praw
prawa\prawa_13.wav,prawa
prawa\prawa_15.wav,prawa
prawa\prawa_3.wav,prawa
prawa\prawa_26.wav,prawa
prawa\prawa_21.wav,prawa
prawa\prawa_1.wav,prawa
prawa\prawa_11.wav,prawa
prawa\prawa_23.wav,prawa
prawa\prawa_17.wav,prawa
prawa\prawa_10.wav,prawa
prawa\prawa_16.wav,prawa
prawa\prawa_7.wav,prawa
prawa\prawa_2.wav,prawa
prawa\prawa_29.wav,prawa
prawa\prawa_19.wav,prawa
prawa\prawa_31.wav,prawa
prawach\prawach_2.wav,prawach
prawda\prawda_16.wav,prawda
prawda\prawda_3.wav,prawda
prawda\prawda_6.wav,prawda
prawda\prawda_18.wav,prawda
prawda\prawda_4.wav,prawda
prawda\prawda_19.wav,prawda
prawda\prawda_22.wav,prawda
prawda\prawda_21.wav,prawda
prawda\prawda_7.wav,prawda
prawda\prawda_23.wav,prawda
prawda\prawda_12.wav,prawda
prawdopodobieństwa\prawdopodobieństwa_3.wav,prawdopodobieństwa
prawdopodobieństwa\prawdopodobieństwa_1.wav,prawdopodobieństwa
prawdopodobne\prawdopodobne_1.wav,prawdopodobne
prawdopodobne\prawdopodobne_5.wav,prawdopodobne
prawdy\prawdy_4.wav,prawdy
prawdy\prawdy_13.wav,prawdy
prawdy\prawdy_9.wav,prawdy
prawdy\prawdy_10.wav,prawdy
prawdy\prawdy_7.wav,prawdy
prawdy\prawdy_8.wav,prawdy
prawdzie\prawdzie_3.wav,prawdzie
prawdzie\prawdzie_2.wav,prawdzie
prawdziwego\prawdziwego_5.wav,prawdziwego
prawdziwego\prawdziwego_7.wav,prawdziwego
prawdziwego\prawdziwego_2.wav,prawdziwego
prawdziwego\prawdziwego_3.wav,prawdziwego
prawdziwej\prawdziwej_2.wav,prawdziwej
prawdziwy\prawdziwy_7.wav,prawdziwy
prawdziwy\prawdziwy_1.wav,prawdziwy
prawdziwy\prawdziwy_2.wav,prawdziwy
prawdziwych\prawdziwych_4.wav,prawdziwych
prawdziwych\prawdziwych_3.wav,prawdziwych
prawdziwych\prawdziwych_7.wav,prawdziwych
prawdziwych\prawdziwych_6.wav,prawdziwych
prawdą\prawdą_3.wav,prawdą
prawdą\prawdą_4.wav,prawdą
prawdą\prawdą_2.wav,prawdą
prawdą\prawdą_6.wav,prawdą
prawdę\prawdę_10.wav,prawdę
